Provider_Business_Practice_Location_Address_State_Name,CLASSIFICATION,Provider_Gender_Code,COUNT_
OH,Internal Medicine,M,5531
IN,Internal Medicine,M,2608
WI,Internal Medicine,M,2439
AL,Internal Medicine,M,1718
DE,Internal Medicine,M,405
MP,Internal Medicine,M,4
CT,Internal Medicine,M,2133
SHANGHAI,Internal Medicine,M,1
OR,Internal Medicine,M,1403
ALBERTA,Internal Medicine,M,1
NL,Internal Medicine,M,1
MS,Internal Medicine,M,1011
OHIO,Emergency Medicine,M,1
SOR-TRONDELAG,Emergency Medicine,M,1
TX,Emergency Medicine,M,2225
MN,Emergency Medicine,M,472
AS,Emergency Medicine,M,2
MO,Emergency Medicine,M,623
NORTHLAND,Emergency Medicine,M,1
NE,Emergency Medicine,M,135
PUERTO RICO,Emergency Medicine,M,1
MD,Emergency Medicine,M,467
GA,Emergency Medicine,M,670
NH,Emergency Medicine,M,159
NY,Emergency Medicine,M,1609
PA,Emergency Medicine,M,1612
AL,Emergency Medicine,M,289
AA,Emergency Medicine,M,2
SAIPAN,Emergency Medicine,M,1
VT,Emergency Medicine,M,60
ID,Emergency Medicine,M,117
OK,Emergency Medicine,M,358
CT,Emergency Medicine,M,286
VA,Emergency Medicine,M,682
KY,Emergency Medicine,M,428
MS,Emergency Medicine,M,222
WA,Emergency Medicine,M,682
MT,Emergency Medicine,M,81
KS,Emergency Medicine,M,188
MI,Emergency Medicine,M,1495
NM,Emergency Medicine,M,214
AE,Emergency Medicine,M,9
SD,Emergency Medicine,M,54
VI,Emergency Medicine,M,4
NV,Emergency Medicine,M,225
ONTARIO,Emergency Medicine,M,1
DE,Emergency Medicine,M,55
SC,Emergency Medicine,M,542
AK,Emergency Medicine,M,53
HI,Emergency Medicine,M,114
TN,Emergency Medicine,M,531
NJ,Emergency Medicine,M,594
MP,Emergency Medicine,M,2
AHMADI,Emergency Medicine,M,1
FL,Emergency Medicine,M,1415
IA,Emergency Medicine,M,191
WV,Emergency Medicine,M,235
UT,Emergency Medicine,M,230
WY,Emergency Medicine,M,55
ME,Emergency Medicine,M,194
CO,Emergency Medicine,M,721
ALBERTA,Emergency Medicine,M,2
GU,Emergency Medicine,M,12
AR,Emergency Medicine,M,224
DUBAI,Emergency Medicine,M,1
PR,Emergency Medicine,M,102
AZ,Emergency Medicine,M,542
IL,Emergency Medicine,M,1241
IN,Emergency Medicine,M,616
OR,Emergency Medicine,M,307
OH,Emergency Medicine,M,1309
NC,Emergency Medicine,M,891
WI,Emergency Medicine,M,648
CA,Emergency Medicine,M,3140
RI,Emergency Medicine,M,176
ND,Emergency Medicine,M,65
DC,Emergency Medicine,M,94
LA,Emergency Medicine,M,422
MA,Emergency Medicine,M,694
ABU DHABI,Emergency Medicine,M,2
AP,Emergency Medicine,M,5
OK,Transplant Surgery,M,8
HI,Transplant Surgery,M,1
MS,Transplant Surgery,M,3
MD,Transplant Surgery,M,11
CO,Transplant Surgery,M,10
NV,Transplant Surgery,M,1
MO,Transplant Surgery,M,10
NJ,Transplant Surgery,M,8
OH,Transplant Surgery,M,34
OR,Transplant Surgery,M,6
LA,Transplant Surgery,M,9
IA,Transplant Surgery,M,6
FL,Transplant Surgery,M,29
ME,Transplant Surgery,M,1
IN,Transplant Surgery,M,7
AL,Transplant Surgery,M,5
WA,Transplant Surgery,M,9
UT,Transplant Surgery,M,3
RI,Transplant Surgery,M,1
NH,Transplant Surgery,M,2
TX,Transplant Surgery,M,40
SD,Transplant Surgery,M,5
AR,Transplant Surgery,M,2
GA,Transplant Surgery,M,17
NC,Transplant Surgery,M,10
PA,Transplant Surgery,M,50
CT,Transplant Surgery,M,7
IL,Transplant Surgery,M,25
TN,Transplant Surgery,M,14
NE,Transplant Surgery,M,10
CA,Transplant Surgery,M,45
NY,Transplant Surgery,M,46
AZ,Transplant Surgery,M,12
MN,Transplant Surgery,M,16
VA,Transplant Surgery,M,7
VT,Transplant Surgery,M,1
SC,Transplant Surgery,M,9
WI,Transplant Surgery,M,31
MA,Transplant Surgery,M,16
KS,Transplant Surgery,M,3
DC,Transplant Surgery,M,11
KY,Transplant Surgery,M,9
ND,Transplant Surgery,M,1
MI,Transplant Surgery,M,7
IN,Orthopaedic Surgery,M,571
VA,Orthopaedic Surgery,M,580
AB,Orthopaedic Surgery,M,1
SPANGDAHLEM AB,Orthopaedic Surgery,M,1
PUNJAB,Orthopaedic Surgery,M,1
KY,Orthopaedic Surgery,M,387
ID,Orthopaedic Surgery,M,141
MT,Orthopaedic Surgery,M,107
MN,Orthopaedic Surgery,M,533
DC,Orthopaedic Surgery,M,67
TX,Orthopaedic Surgery,M,1700
LA,Orthopaedic Surgery,M,331
NJ,Orthopaedic Surgery,M,614
RI,Orthopaedic Surgery,M,165
NH,Orthopaedic Surgery,M,161
PN,Orthopaedic Surgery,M,1
MI,Orthopaedic Surgery,M,901
ND,Orthopaedic Surgery,M,59
NM,Orthopaedic Surgery,M,152
CT,Orthopaedic Surgery,M,330
KS,Orthopaedic Surgery,M,251
NY,Orthopaedic Surgery,M,1338
AR,Orthopaedic Surgery,M,181
MO,Orthopaedic Surgery,M,600
PA,Orthopaedic Surgery,M,1183
MD,Orthopaedic Surgery,M,429
DE,Orthopaedic Surgery,M,68
UT,Orthopaedic Surgery,M,237
ME,Orthopaedic Surgery,M,135
NE,Orthopaedic Surgery,M,179
SD,Orthopaedic Surgery,M,103
CA,Orthopaedic Surgery,M,2182
CO,Orthopaedic Surgery,M,542
HI,Orthopaedic Surgery,M,66
FL,Orthopaedic Surgery,M,1522
OR,Orthopaedic Surgery,M,304
MS,Orthopaedic Surgery,M,191
AZ,Orthopaedic Surgery,M,465
WV,Orthopaedic Surgery,M,133
MA,Orthopaedic Surgery,M,666
OH,Orthopaedic Surgery,M,973
WA,Orthopaedic Surgery,M,628
ONTARIO,Orthopaedic Surgery,M,4
AP,Orthopaedic Surgery,M,5
WI,Orthopaedic Surgery,M,522
NV,Orthopaedic Surgery,M,200
OK,Orthopaedic Surgery,M,289
VI,Orthopaedic Surgery,M,3
IA,Orthopaedic Surgery,M,236
VT,Orthopaedic Surgery,M,39
TN,Orthopaedic Surgery,M,578
IL,Orthopaedic Surgery,M,957
AL,Orthopaedic Surgery,M,349
SC,Orthopaedic Surgery,M,418
AS,Orthopaedic Surgery,M,1
PR,Orthopaedic Surgery,M,87
SOUTHLAND,Orthopaedic Surgery,M,1
WY,Orthopaedic Surgery,M,54
GU,Orthopaedic Surgery,M,4
AE,Orthopaedic Surgery,M,4
TAMILNADU,Orthopaedic Surgery,M,1
GA,Orthopaedic Surgery,M,733
AK,Orthopaedic Surgery,M,68
NC,Orthopaedic Surgery,M,817
OR,Preventive Medicine,M,25
LA,Preventive Medicine,M,22
AK,Preventive Medicine,M,9
SD,Preventive Medicine,M,2
DC,Preventive Medicine,M,20
IN,Preventive Medicine,M,33
NJ,Preventive Medicine,M,33
AA,Preventive Medicine,M,1
MO,Preventive Medicine,M,40
WY,Preventive Medicine,M,4
OH,Preventive Medicine,M,92
MN,Preventive Medicine,M,62
MS,Preventive Medicine,M,21
KY,Preventive Medicine,M,35
NAPLES,Preventive Medicine,M,1
NY,Preventive Medicine,M,81
NM,Preventive Medicine,M,32
GU,Preventive Medicine,M,2
WA,Preventive Medicine,M,81
DE,Preventive Medicine,M,5
OK,Preventive Medicine,M,19
CT,Preventive Medicine,M,31
NC,Preventive Medicine,M,30
TN,Preventive Medicine,M,42
AE,Preventive Medicine,M,15
MA,Preventive Medicine,M,35
HI,Preventive Medicine,M,19
AL,Preventive Medicine,M,22
AZ,Preventive Medicine,M,48
NV,Preventive Medicine,M,34
NE,Preventive Medicine,M,8
IL,Preventive Medicine,M,69
TX,Preventive Medicine,M,188
PA,Preventive Medicine,M,66
SC,Preventive Medicine,M,28
MT,Preventive Medicine,M,7
NH,Preventive Medicine,M,10
VA,Preventive Medicine,M,77
NORTH RHINE WESTPHALEN,Preventive Medicine,M,1
CA,Preventive Medicine,M,311
AS,Preventive Medicine,M,1
MD,Preventive Medicine,M,89
VT,Preventive Medicine,M,2
WI,Preventive Medicine,M,56
GA,Preventive Medicine,M,98
ME,Preventive Medicine,M,10
FL,Preventive Medicine,M,136
CO,Preventive Medicine,M,89
IA,Preventive Medicine,M,20
ID,Preventive Medicine,M,12
ND,Preventive Medicine,M,12
PR,Preventive Medicine,M,10
TAS,Preventive Medicine,M,1
KS,Preventive Medicine,M,13
MI,Preventive Medicine,M,70
WV,Preventive Medicine,M,12
AR,Preventive Medicine,M,6
UT,Preventive Medicine,M,26
RI,Preventive Medicine,M,7
AP,Preventive Medicine,M,4
MS,Allergy & Immunology,M,15
NM,Allergy & Immunology,M,13
DC,Allergy & Immunology,M,7
NV,Allergy & Immunology,M,14
VT,Allergy & Immunology,M,2
AK,Allergy & Immunology,M,2
MA,Allergy & Immunology,M,61
ME,Allergy & Immunology,M,7
OK,Allergy & Immunology,M,21
MI,Allergy & Immunology,M,67
PR,Allergy & Immunology,M,10
MO,Allergy & Immunology,M,26
SD,Allergy & Immunology,M,2
NH,Allergy & Immunology,M,7
OR,Allergy & Immunology,M,19
UT,Allergy & Immunology,M,17
NJ,Allergy & Immunology,M,69
AL,Allergy & Immunology,M,17
KS,Allergy & Immunology,M,14
WI,Allergy & Immunology,M,37
MD,Allergy & Immunology,M,58
RI,Allergy & Immunology,M,7
NE,Allergy & Immunology,M,12
TX,Allergy & Immunology,M,171
FL,Allergy & Immunology,M,139
HI,Allergy & Immunology,M,5
IL,Allergy & Immunology,M,71
AR,Allergy & Immunology,M,9
WV,Allergy & Immunology,M,8
DE,Allergy & Immunology,M,5
CO,Allergy & Immunology,M,50
PA,Allergy & Immunology,M,96
SC,Allergy & Immunology,M,37
ID,Allergy & Immunology,M,11
IA,Allergy & Immunology,M,11
KY,Allergy & Immunology,M,44
LA,Allergy & Immunology,M,25
CT,Allergy & Immunology,M,31
WY,Allergy & Immunology,M,1
CA,Allergy & Immunology,M,245
ND,Allergy & Immunology,M,6
OH,Allergy & Immunology,M,67
NY,Allergy & Immunology,M,149
AZ,Allergy & Immunology,M,41
IN,Allergy & Immunology,M,31
TN,Allergy & Immunology,M,51
MN,Allergy & Immunology,M,52
MT,Allergy & Immunology,M,6
NC,Allergy & Immunology,M,55
VA,Allergy & Immunology,M,59
WA,Allergy & Immunology,M,53
AE,Allergy & Immunology,M,2
GA,Allergy & Immunology,M,58
NY,"Assistant, Podiatric",M,2
MO,"Assistant, Podiatric",M,1
FL,"Assistant, Podiatric",M,1
UT,"Assistant, Podiatric",M,4
TX,"Assistant, Podiatric",M,1
HI,"Assistant, Podiatric",M,3
AZ,"Assistant, Podiatric",M,4
WA,"Assistant, Podiatric",M,1
OH,"Assistant, Podiatric",M,2
NM,"Assistant, Podiatric",M,1
MA,"Assistant, Podiatric",M,5
CA,"Assistant, Podiatric",M,1
AR,"Assistant, Podiatric",M,1
KY,"Assistant, Podiatric",M,1
NJ,"Assistant, Podiatric",M,2
IL,"Assistant, Podiatric",M,1
NJ,Neurological Surgery,M,117
CA,Neurological Surgery,M,527
PR,Neurological Surgery,M,31
IN,Neurological Surgery,M,87
IL,Neurological Surgery,M,243
MN,Neurological Surgery,M,88
MS,Neurological Surgery,M,46
HI,Neurological Surgery,M,3
OR,Neurological Surgery,M,76
PA,Neurological Surgery,M,283
WI,Neurological Surgery,M,97
LA,Neurological Surgery,M,85
VA,Neurological Surgery,M,90
AR,Neurological Surgery,M,49
NM,Neurological Surgery,M,27
GA,Neurological Surgery,M,125
MO,Neurological Surgery,M,146
NV,Neurological Surgery,M,32
IA,Neurological Surgery,M,42
MD,Neurological Surgery,M,122
OH,Neurological Surgery,M,236
O,Neurological Surgery,M,1
NY,Neurological Surgery,M,290
MI,Neurological Surgery,M,175
RI,Neurological Surgery,M,27
WA,Neurological Surgery,M,128
SD,Neurological Surgery,M,24
GU,Neurological Surgery,M,2
SC,Neurological Surgery,M,76
DC,Neurological Surgery,M,21
VT,Neurological Surgery,M,5
ID,Neurological Surgery,M,29
NH,Neurological Surgery,M,18
ME,Neurological Surgery,M,18
UT,Neurological Surgery,M,39
WY,Neurological Surgery,M,9
DE,Neurological Surgery,M,10
CT,Neurological Surgery,M,70
KY,Neurological Surgery,M,74
NE,Neurological Surgery,M,42
CO,Neurological Surgery,M,113
ND,Neurological Surgery,M,19
NC,Neurological Surgery,M,145
FL,Neurological Surgery,M,394
WV,Neurological Surgery,M,27
AZ,Neurological Surgery,M,113
KS,Neurological Surgery,M,48
MA,Neurological Surgery,M,165
TX,Neurological Surgery,M,394
OK,Neurological Surgery,M,69
AL,Neurological Surgery,M,60
TN,Neurological Surgery,M,127
AK,Neurological Surgery,M,11
ONTARIO,Neurological Surgery,M,1
MT,Neurological Surgery,M,25
MA,Clinical Pharmacology,M,1
AZ,Clinical Pharmacology,M,2
KS,Clinical Pharmacology,M,1
NV,Clinical Pharmacology,M,2
TN,Clinical Pharmacology,M,2
TX,Clinical Pharmacology,M,2
MI,Clinical Pharmacology,M,1
IN,Clinical Pharmacology,M,1
GA,Clinical Pharmacology,M,2
CA,Clinical Pharmacology,M,4
DE,Clinical Pharmacology,M,1
FL,Clinical Pharmacology,M,3
PA,Clinical Pharmacology,M,4
NY,Clinical Pharmacology,M,2
MO,Clinical Pharmacology,M,1
LA,Clinical Pharmacology,M,2
NJ,Clinical Pharmacology,M,3
OK,Clinical Pharmacology,M,3
OR,Clinical Pharmacology,M,1
MN,Clinical Pharmacology,M,1
NC,Clinical Pharmacology,M,1
NORTHERN GREECE,Colon & Rectal Surgery,M,1
MS,Colon & Rectal Surgery,M,2
SD,Colon & Rectal Surgery,M,1
PA,Colon & Rectal Surgery,M,73
OR,Colon & Rectal Surgery,M,12
LA,Colon & Rectal Surgery,M,18
CA,Colon & Rectal Surgery,M,76
IA,Colon & Rectal Surgery,M,4
VA,Colon & Rectal Surgery,M,21
IL,Colon & Rectal Surgery,M,42
UT,Colon & Rectal Surgery,M,4
ND,Colon & Rectal Surgery,M,2
MN,Colon & Rectal Surgery,M,39
ME,Colon & Rectal Surgery,M,7
MA,Colon & Rectal Surgery,M,24
VT,Colon & Rectal Surgery,M,2
NM,Colon & Rectal Surgery,M,4
PR,Colon & Rectal Surgery,M,2
MO,Colon & Rectal Surgery,M,23
WV,Colon & Rectal Surgery,M,5
IN,Colon & Rectal Surgery,M,30
ID,Colon & Rectal Surgery,M,2
NJ,Colon & Rectal Surgery,M,44
DE,Colon & Rectal Surgery,M,2
KS,Colon & Rectal Surgery,M,5
OH,Colon & Rectal Surgery,M,58
TN,Colon & Rectal Surgery,M,17
AK,Colon & Rectal Surgery,M,1
WA,Colon & Rectal Surgery,M,17
QUEBEC,Colon & Rectal Surgery,M,1
NC,Colon & Rectal Surgery,M,11
WI,Colon & Rectal Surgery,M,10
FL,Colon & Rectal Surgery,M,86
NE,Colon & Rectal Surgery,M,5
TX,Colon & Rectal Surgery,M,98
OK,Colon & Rectal Surgery,M,10
NV,Colon & Rectal Surgery,M,7
NH,Colon & Rectal Surgery,M,7
CO,Colon & Rectal Surgery,M,12
AL,Colon & Rectal Surgery,M,13
NY,Colon & Rectal Surgery,M,88
MI,Colon & Rectal Surgery,M,42
KY,Colon & Rectal Surgery,M,12
AR,Colon & Rectal Surgery,M,12
SC,Colon & Rectal Surgery,M,16
CT,Colon & Rectal Surgery,M,23
DC,Colon & Rectal Surgery,M,5
GA,Colon & Rectal Surgery,M,27
AZ,Colon & Rectal Surgery,M,24
MD,Colon & Rectal Surgery,M,8
RI,Colon & Rectal Surgery,M,5
MP,Psychiatry & Neurology,M,2
UT,Psychiatry & Neurology,M,241
CEARA,Psychiatry & Neurology,M,1
ONTARIO,Psychiatry & Neurology,M,5
VA,Psychiatry & Neurology,M,751
RI,Psychiatry & Neurology,M,202
OUTSIDE US AND CANADA,Psychiatry & Neurology,M,1
FL,Psychiatry & Neurology,M,1957
PA,Psychiatry & Neurology,M,1586
TX,Psychiatry & Neurology,M,1814
CA,Psychiatry & Neurology,M,3752
RAJASTHAN,Psychiatry & Neurology,M,1
AS,Psychiatry & Neurology,M,1
ME,Psychiatry & Neurology,M,184
WY,Psychiatry & Neurology,M,30
RHEINLAND PFALZ,Psychiatry & Neurology,M,1
CALIFORNIA,Psychiatry & Neurology,M,1
ALBERTA,Psychiatry & Neurology,M,1
AL,Psychiatry & Neurology,M,306
WA,Psychiatry & Neurology,M,639
SC,Psychiatry & Neurology,M,470
GU,Psychiatry & Neurology,M,7
PUNJAB,Psychiatry & Neurology,M,1
MA,Psychiatry & Neurology,M,1308
AZ,Psychiatry & Neurology,M,608
CO,Psychiatry & Neurology,M,540
AP,Psychiatry & Neurology,M,9
NH,Psychiatry & Neurology,M,151
KERALA,Psychiatry & Neurology,M,1
MI,Psychiatry & Neurology,M,1014
SD,Psychiatry & Neurology,M,75
NC,Psychiatry & Neurology,M,919
OH,Psychiatry & Neurology,M,1098
NJ,Psychiatry & Neurology,M,732
WV,Psychiatry & Neurology,M,165
HI,Psychiatry & Neurology,M,150
KS,Psychiatry & Neurology,M,219
DE,Psychiatry & Neurology,M,105
MN,Psychiatry & Neurology,M,622
TN,Psychiatry & Neurology,M,518
PR,Psychiatry & Neurology,M,183
MANAWATU,Psychiatry & Neurology,M,1
LA,Psychiatry & Neurology,M,363
SONORA,Psychiatry & Neurology,M,1
NE,Psychiatry & Neurology,M,148
AK,Psychiatry & Neurology,M,63
KY,Psychiatry & Neurology,M,418
NEWFOUNDLAND,Psychiatry & Neurology,M,2
ANTIGUA,Psychiatry & Neurology,M,1
IRELAND,Psychiatry & Neurology,M,1
GA,Psychiatry & Neurology,M,664
DC,Psychiatry & Neurology,M,206
WI,Psychiatry & Neurology,M,570
TOKYO,Psychiatry & Neurology,M,1
BAVARIA,Psychiatry & Neurology,M,1
MO,Psychiatry & Neurology,M,734
NV,Psychiatry & Neurology,M,190
MD,Psychiatry & Neurology,M,756
AE,Psychiatry & Neurology,M,17
HESSEN,Psychiatry & Neurology,M,1
VI,Psychiatry & Neurology,M,3
MS,Psychiatry & Neurology,M,208
CT,Psychiatry & Neurology,M,571
NM,Psychiatry & Neurology,M,217
OK,Psychiatry & Neurology,M,252
NY,Psychiatry & Neurology,M,2910
IL,Psychiatry & Neurology,M,1118
NOVA SCOTIA,Psychiatry & Neurology,M,1
ARDEBIL,Psychiatry & Neurology,M,1
AR,Psychiatry & Neurology,M,194
OR,Psychiatry & Neurology,M,389
VT,Psychiatry & Neurology,M,105
BC,Psychiatry & Neurology,M,1
ON,Psychiatry & Neurology,M,1
ND,Psychiatry & Neurology,M,76
MT,Psychiatry & Neurology,M,75
ID,Psychiatry & Neurology,M,94
IN,Psychiatry & Neurology,M,498
IA,Psychiatry & Neurology,M,242
GUATEMALA,Psychiatry & Neurology,M,1
PICHINCHA,Obstetrics & Gynecology,M,1
ABU DHABI,Obstetrics & Gynecology,M,1
WI,Obstetrics & Gynecology,M,244
NY,Obstetrics & Gynecology,M,1105
TN,Obstetrics & Gynecology,M,380
PR,Obstetrics & Gynecology,M,212
UT,Obstetrics & Gynecology,M,163
CO,Obstetrics & Gynecology,M,235
DC,Obstetrics & Gynecology,M,63
TX,Obstetrics & Gynecology,M,1342
AL,Obstetrics & Gynecology,M,255
BEIRUT,Obstetrics & Gynecology,M,1
NV,Obstetrics & Gynecology,M,152
CA,Obstetrics & Gynecology,M,1582
IN,Obstetrics & Gynecology,M,345
KY,Obstetrics & Gynecology,M,265
NE,Obstetrics & Gynecology,M,78
NM,Obstetrics & Gynecology,M,111
SD,Obstetrics & Gynecology,M,35
MA,Obstetrics & Gynecology,M,318
MS,Obstetrics & Gynecology,M,169
GA,Obstetrics & Gynecology,M,547
WY,Obstetrics & Gynecology,M,33
PA,Obstetrics & Gynecology,M,783
NJ,Obstetrics & Gynecology,M,525
NC,Obstetrics & Gynecology,M,537
MI,Obstetrics & Gynecology,M,589
SC,Obstetrics & Gynecology,M,290
WV,Obstetrics & Gynecology,M,112
OK,Obstetrics & Gynecology,M,185
AR,Obstetrics & Gynecology,M,155
MD,Obstetrics & Gynecology,M,323
RM,Obstetrics & Gynecology,M,1
MT,Obstetrics & Gynecology,M,59
KS,Obstetrics & Gynecology,M,123
CT,Obstetrics & Gynecology,M,249
HESSEN,Obstetrics & Gynecology,M,1
FOREIGN PROVINCE,Obstetrics & Gynecology,M,1
AZ,Obstetrics & Gynecology,M,296
VI,Obstetrics & Gynecology,M,4
IA,Obstetrics & Gynecology,M,118
WA,Obstetrics & Gynecology,M,290
NEVADA,Obstetrics & Gynecology,M,1
ND,Obstetrics & Gynecology,M,32
MP,Obstetrics & Gynecology,M,2
OH,Obstetrics & Gynecology,M,645
HI,Obstetrics & Gynecology,M,50
NH,Obstetrics & Gynecology,M,67
ALBERTA,Obstetrics & Gynecology,M,1
VALENCIA,Obstetrics & Gynecology,M,1
MN,Obstetrics & Gynecology,M,233
VT,Obstetrics & Gynecology,M,26
AS,Obstetrics & Gynecology,M,4
IL,Obstetrics & Gynecology,M,626
GU,Obstetrics & Gynecology,M,3
LA,Obstetrics & Gynecology,M,252
ME,Obstetrics & Gynecology,M,62
VA,Obstetrics & Gynecology,M,399
OR,Obstetrics & Gynecology,M,171
RI,Obstetrics & Gynecology,M,48
AE,Obstetrics & Gynecology,M,6
AK,Obstetrics & Gynecology,M,34
MO,Obstetrics & Gynecology,M,329
ID,Obstetrics & Gynecology,M,85
PUERTO RICO,Obstetrics & Gynecology,M,1
FL,Obstetrics & Gynecology,M,1099
DE,Obstetrics & Gynecology,M,56
AP,Obstetrics & Gynecology,M,2
CA,Technician/Technologist,M,96
ID,Technician/Technologist,M,4
HI,Technician/Technologist,M,10
MA,Technician/Technologist,M,97
DE,Technician/Technologist,M,8
VA,Technician/Technologist,M,33
NC,Technician/Technologist,M,35
MN,Technician/Technologist,M,15
OK,Technician/Technologist,M,6
VT,Technician/Technologist,M,2
AK,Technician/Technologist,M,9
UT,Technician/Technologist,M,4
WI,Technician/Technologist,M,19
MT,Technician/Technologist,M,7
OH,Technician/Technologist,M,44
AZ,Technician/Technologist,M,14
LA,Technician/Technologist,M,11
AL,Technician/Technologist,M,23
GA,Technician/Technologist,M,31
IL,Technician/Technologist,M,23
MI,Technician/Technologist,M,72
MS,Technician/Technologist,M,7
NJ,Technician/Technologist,M,56
NE,Technician/Technologist,M,5
CO,Technician/Technologist,M,17
TN,Technician/Technologist,M,14
NY,Technician/Technologist,M,377
NM,Technician/Technologist,M,6
FL,Technician/Technologist,M,121
PA,Technician/Technologist,M,76
PR,Technician/Technologist,M,50
AR,Technician/Technologist,M,5
ND,Technician/Technologist,M,3
ME,Technician/Technologist,M,2
KS,Technician/Technologist,M,10
RI,Technician/Technologist,M,13
IN,Technician/Technologist,M,9
WV,Technician/Technologist,M,5
DC,Technician/Technologist,M,5
MO,Technician/Technologist,M,13
MD,Technician/Technologist,M,19
CT,Technician/Technologist,M,70
IA,Technician/Technologist,M,3
SC,Technician/Technologist,M,18
NV,Technician/Technologist,M,9
TX,Technician/Technologist,M,101
NH,Technician/Technologist,M,10
KY,Technician/Technologist,M,21
OR,Technician/Technologist,M,9
WA,Technician/Technologist,M,31
WI,Electrodiagnostic Medicine,M,1
NC,Electrodiagnostic Medicine,M,1
MA,Electrodiagnostic Medicine,M,1
AR,Electrodiagnostic Medicine,M,1
KY,Electrodiagnostic Medicine,M,1
WA,Electrodiagnostic Medicine,M,1
TX,Electrodiagnostic Medicine,M,1
KS,Electrodiagnostic Medicine,M,1
NJ,Electrodiagnostic Medicine,M,1
PA,Electrodiagnostic Medicine,M,1
MI,Electrodiagnostic Medicine,M,1
VENETO,Dental Laboratory Technician,M,1
CO,Dental Laboratory Technician,M,4
CT,Dental Laboratory Technician,M,1
OH,Dental Laboratory Technician,M,1
NM,Dental Laboratory Technician,M,1
TN,Dental Laboratory Technician,M,1
MI,Dental Laboratory Technician,M,1
AZ,Dental Laboratory Technician,M,1
CA,Dental Laboratory Technician,M,4
TX,Dental Laboratory Technician,M,1
KY,Dental Laboratory Technician,M,1
GA,Independent Medical Examiner,M,2
UT,Independent Medical Examiner,M,2
MO,Independent Medical Examiner,M,1
NY,Independent Medical Examiner,M,5
IL,Independent Medical Examiner,M,1
DC,Independent Medical Examiner,M,1
PA,Independent Medical Examiner,M,1
MD,Independent Medical Examiner,M,1
KS,Independent Medical Examiner,M,3
CA,Independent Medical Examiner,M,8
WI,Independent Medical Examiner,M,1
MI,Independent Medical Examiner,M,3
OH,Independent Medical Examiner,M,5
TN,Independent Medical Examiner,M,1
AZ,Independent Medical Examiner,M,1
NH,Independent Medical Examiner,M,1
FL,Independent Medical Examiner,M,6
NC,Independent Medical Examiner,M,1
PR,Independent Medical Examiner,M,4
NE,Independent Medical Examiner,M,1
NJ,Independent Medical Examiner,M,4
TX,Independent Medical Examiner,M,3
NH,Oral & Maxillofacial Surgery,M,2
NC,Oral & Maxillofacial Surgery,M,11
OK,Oral & Maxillofacial Surgery,M,1
ID,Oral & Maxillofacial Surgery,M,1
AL,Oral & Maxillofacial Surgery,M,15
NJ,Oral & Maxillofacial Surgery,M,14
MN,Oral & Maxillofacial Surgery,M,24
MD,Oral & Maxillofacial Surgery,M,12
WV,Oral & Maxillofacial Surgery,M,6
NV,Oral & Maxillofacial Surgery,M,7
OH,Oral & Maxillofacial Surgery,M,16
ME,Oral & Maxillofacial Surgery,M,3
DC,Oral & Maxillofacial Surgery,M,2
MT,Oral & Maxillofacial Surgery,M,1
VA,Oral & Maxillofacial Surgery,M,7
UT,Oral & Maxillofacial Surgery,M,8
ND,Oral & Maxillofacial Surgery,M,3
WY,Oral & Maxillofacial Surgery,M,2
AZ,Oral & Maxillofacial Surgery,M,8
AK,Oral & Maxillofacial Surgery,M,2
WA,Oral & Maxillofacial Surgery,M,36
MI,Oral & Maxillofacial Surgery,M,17
FL,Oral & Maxillofacial Surgery,M,33
LA,Oral & Maxillofacial Surgery,M,17
NE,Oral & Maxillofacial Surgery,M,6
NY,Oral & Maxillofacial Surgery,M,33
CA,Oral & Maxillofacial Surgery,M,64
SC,Oral & Maxillofacial Surgery,M,5
HI,Oral & Maxillofacial Surgery,M,3
IA,Oral & Maxillofacial Surgery,M,1
KY,Oral & Maxillofacial Surgery,M,19
MA,Oral & Maxillofacial Surgery,M,43
WI,Oral & Maxillofacial Surgery,M,2
DE,Oral & Maxillofacial Surgery,M,2
CT,Oral & Maxillofacial Surgery,M,11
BAJA CALIFORNIA,Oral & Maxillofacial Surgery,M,1
TN,Oral & Maxillofacial Surgery,M,15
IL,Oral & Maxillofacial Surgery,M,12
TX,Oral & Maxillofacial Surgery,M,50
IN,Oral & Maxillofacial Surgery,M,12
OR,Oral & Maxillofacial Surgery,M,16
PR,Oral & Maxillofacial Surgery,M,3
MS,Oral & Maxillofacial Surgery,M,2
AR,Oral & Maxillofacial Surgery,M,5
MO,Oral & Maxillofacial Surgery,M,13
GA,Oral & Maxillofacial Surgery,M,12
CO,Oral & Maxillofacial Surgery,M,10
RI,Oral & Maxillofacial Surgery,M,2
PA,Oral & Maxillofacial Surgery,M,37
MN,Advanced Practice Dental Therapist,M,1
MI,Advanced Practice Dental Therapist,M,1
CA,Advanced Practice Dental Therapist,M,3
NY,Advanced Practice Dental Therapist,M,1
IA,Advanced Practice Dental Therapist,M,1
FL,Advanced Practice Dental Therapist,M,1
OH,Physical Medicine & Rehabilitation,M,245
RI,Physical Medicine & Rehabilitation,M,11
ID,Physical Medicine & Rehabilitation,M,24
PR,Physical Medicine & Rehabilitation,M,84
NC,Physical Medicine & Rehabilitation,M,175
KY,Physical Medicine & Rehabilitation,M,73
NY,Physical Medicine & Rehabilitation,M,545
IA,Physical Medicine & Rehabilitation,M,46
